Codigo;produto;QTD.;Vlr Unit.
22666; HASKELL TONALIZ 200 PRETO;5;33
22667; HASKELL TONALIZ 300 CAST ESCUR;8;33
22669; HASKELL TONALIZ 466 CAST MED V;2;33
22670; HASKELL TONALIZ 500 CAST CLARO;10;33
22837; HASKELL TONALIZ 520 CAST CL VI;1;33
24685; HASKELL TONALIZ 530 CAST CL DO;4;33
22672; HASKELL TONALIZ 5562 CAST CL V;2;33
24686; HASKELL TONALIZ 570 CAST CL MA;6;33
22673; HASKELL TONALIZ 600 LOU ESCURO;10;33
22674; HASKELL TONALIZ 610 LOU ESC AC;8;33
26119; HASKELL TONALIZ 630 LOU ESC DO;4;33
22675; HASKELL TONALIZ 670 LOU ESC MA;1;33
22680; HASKELL TONALIZ 700 LOUR MED;7;33
22838; HASKELL TONALIZ 770 LOU ME MAR;6;33
22660; HASKELL TONALIZ 810 LOU CL ACI;6;33
22681; HASKELL TONALIZ 8200 LOU CLARO;1;33
31724; HAST FLEX POLYFARMA BABY 50UN;4;6
26648; HASTES FLEX BABY RICCA 60UN;10;10,5
31004; HASTES FLEX POLYFARMA 75 UN;5;2,5
19009; HASTES FLEX TOPZ 150UN;1;5
31238; HASTES FLEXIVEIS POLYFA PT 150;2;8
34611; HB 1091 KIT DE SOMBRAS RUBY RO;3;20
33843; HB 511 DELINEADOR LIQUIDO PRET;21;10,01
33839; HB 547-3 AQUA TINT RUBY ROSE;2;11
32600; HB 7300 LIP OIL HYDRA OIL OBSI;7;13
34608; HB 8080-2 CORRETIVO FLAWLESS B;3;13,5
32992; HB F1602 ILUMINADOR COMPACTO D;12;11,5
32987; HB F528-2 PALETA TRIO DE SOMBR;13;12
36812; HB F572 SOMBRA DE SOBRANCELHA;6;10
32991; HB F7200 GLOSS LABIAL DREAMY L;7;8,5
32416; HB F861 BLUSH COMPACTO RUBY RO;6;18
33845; HB GE1 PINCEL PARA APLICACAO D;2;16,01
36813; HB GE9 PINCEL PARA APLICACAO D;3;16,01
36814; HB GF5 PINCEL PARA APLICACAO D;2;27
35455; HB L6509 LIP OIL FLOWING NATAL;2;16,01
35617; HB M08 BLUSH COMPACTO PLAY BAC;22;12
33846; HB M301-G1 BASE LIQUIDA RUBY R;14;18
34155; HB M301-G2 BASE LIQUIDA SOFT B;10;18
33847; HB M401-G1 PO COMPACTO PURE PO;1;11
34153; HB S02 ESPONJA FEELS MOOD;4;10,01
32746; HB S04 ESPONJA POWDER PUFF GLA;1;5
35615; HB T1400-G2 PO COMPACTO SOFT F;8;14
35618; HB105645- BRILHO LABIAL C BOLI;4;12
36822; HDLPGL003 LIP GLOSS HUDAMOJI-;21;13
32797; HEAD SHOU SH LIMPEZA EFICAZ 20;1;21
9634; HEIMER 10MG C/60COMP;1;98,51
28705; HELIODERM CORPO FPS70 120ML;6;47
28704; HELIODERM CORPO FPS70 200ML;3;58
32568; HELIODERM EFEITO DOURADO FPS30;1;33
32569; HELIODERM EFEITO DOURADO FPS30;1;44
30335; HELIODERM FACIAL FPS 30 T.SECO;2;30
29765; HELIODERM FPS70 50G BEGE ESCUR;3;42
36493; HELIODERM KIT ECON 200ML+50G F;4;83
28411; HELIODERM PROTETOR LABIAL FPS3;4;18
35501; HELIODERM SPRAY FPS 70 200ML;1;62
28700; HELIODERM SUN CARE FPS 30 200M;1;36
28410; HELIODERM SUNCARE FPS 50 CORP;4;39
28408; HELIODERM SUNCARE FPS50 200G;3;46
28868; HELIODERM SUNCARE FPS50 SPRAY;2;59
6667; HELLEVA 80MG C/2 COMP;1;66,09
18905; HEMIFUM QUETIAPINA 25MG(C1) C/;34;23,28
20199; HEMIFUMA QUETIA 50MG 30CP C1;3;172,56
30823; HEMODASE POM 25G C/6 APL;2;30,12
13828; HEMOFISS POMADA C/30G;1;20
27477; HEMOPROCT POMADA 30G;2;21,24
19926; HENE GEL RENA 180G PRETO AZULA;8;16
34861; HENE PELUCIA MEDIO 180G;6;13
1844; HENE RENA GEL JABORANDI;10;16
24457; HENNA NIRAJ 10ML CAST CLARO;1;12
24455; HENNA NIRAJ 10ML CAST MED;1;12
26826; HENNA NIRAJ 10ML PRETO;1;12
19384; HENNA NIRAJ CASTANHO CLARO ;2;25
19385; HENNA NIRAJ CASTANHO ESCUR;1;25
20975; HENNA NIRAJ PRETO PROFISSIONAL;1;25
21248; HENNA NOVA ESTETICA PRETO ;3;44
27409; HEPATOVIT FLACONETE 10ML;83;1,5
33974; HERBISSIMO CARE CREME DESODORA;4;11
18026; HES SH 200ML REMOCAO OLEOSID;3;21
573; HEXOMEDINE COLUT 50ML;1;75,18
34286; HIBISCO 400MG 60COMP.;1;45
36398; HID CORPO NANE 220ML *;2;8,5
26283; HID FAC HIDRADERM ANTIS 60G;2;37
35064; HID HIDRAMAIS 500ML AMEIXA DOU;3;16
30372; HID LABIAL CARMED FINI DENT;4;25
20109; HID MONANGE 200ML FRUTAS VERM;5;13,5
19751; HID MONANGE 200ML IORGUTE/HORT;6;13,5
36723; HID MONANGE 400ML AVEIA *;4;15
29258; HID MONANGE FRUTA VERMEL 400ML;3;15
29669; HID MONANGE LAV 400ML;4;15
36634; HID NIVEA 400ML CUIDAREPARA *;2;40
32172; HID OLEO AMEIXA NEGRA 120ML;1;15
36244; HID PAIXAO 200ML BRIDGERTON DA;5;10
31241; HID SAB LIQ FLOR DE CEREJEIRA;1;17
31239; HID SL AMEIXA NEGRA 500ML;1;17
35829; HID. LABIAL TOP BEAUTY SM 35G;1;8
35830; HID. LABIAL TOP BEAUTY SM 35G;2;8
35831; HID. LABIAL TOP BEAUTY SM 35G;1;8
35832; HID. LABIAL TOP BEAUTY SM 35G;2;8
29700; HIDANTAL 100MG 25CPR C1;3;17,66
31005; HIDR HIDRAMAIS 500ML ALGODAO O;2;16
31015; HIDR HIDRAMAIS 500ML ROSA MOSQ;1;16
33307; HIDR LAB CARMED AMORA 10G;2;21
33308; HIDR LAB CARMED MINHOCAS A 10G;1;21
24005; HIDR SUAVE TRAD GRANADO 120ML;3;27
35003; HIDRA BALM VULT 12ML-CEREJA;1;26
27599; HIDRA KIDS DA LOCAO INF FR 200;1;158
15694; HIDRAFEMME GEL 24G+8APL DE;2;90,87
25363; HIDRALI 45 NATURAL 500ML AIREL;4;15
32179; HIDRALI PO SOL FRAMBOESA 4ENV;2;17
32576; HIDRALI SAIS 45 C/4 ENV;2;20
33447; HIDRALI UN C/4;2;17,07
13590; HIDRALYTE 45 C/ 500ML COCO;4;17
13591; HIDRALYTE 45 C/500ML LARANJA;2;17
12239; HIDRALYTE 45 GUARANA 500ML;2;15
584; HIDRALYTE 45 TUTTI-FRUTTI500ML;2;15
12240; HIDRALYTE 45 UVA 500ML ;2;17
31173; HIDRAMAIS 500 ML SAB LIQ LAVAN;4;17
11258; HIDRAPLEX PO AGUA DE COCO;13;6
11959; HIDRAPLEX PO GUARANA;16;6
11150; HIDRAPLEX PO LARANJA ;13;6
11148; HIDRAPLEX PO TRADICIONAL;3;5
11259; HIDRAPLEX PO TUTTI-FRUTTI;27;6
11149; HIDRAPLEX PO UVA;12;6
24318; HIDRAT FPS30 FACIAL UNIF MATTE;1;57
31250; HIDRATANTE  MARACUJA LABOTRAT;1;21
36122; HIDRATANTE DESODORANTE CORPORA;1;46,5
20513; HIDROCLOROTIAZIDA 25 MG C/30;801;1,8
19812; HIDROCLOROTIAZIDA 25MG C/30;64;1,8
11562; HIDROCLOROTIAZIDA 25MGC/30COMP;108;1,8
10262; HIDROCLOTIAZIDA 25MG C/30COMP ;29;1,8
11319; HIDROCLOTIAZIDA 50MG 20COMP;12;4
15768; HIDROCORTISONA 10MG/G CRM 30G;1;18,69
404; HIDROQUINONA GEL 40MG 30G EMS;2;62,78
25395; HIDRORAL PO GUARANA 4 SACHE;1;12
30748; HIDROXICLOROQUINA 400MG C/30;2;80,12
2836; HIDROXIDO DE ALUMINIO SUSP 240;6;32
19457; HIDROXIZINA 10MG/5ML 100ML;1;16
25891; HIDROXIZINA LIQ100ML NATIVITA;1;16,89
36460; HIGI CALM SAB INT 100ML;1;46
3273; HIGICLER 10ML;2;22,7
20108; HIH MONANGE 200ML FLOR LAVANDA;5;13,5
32269; HILUROPT 1,5MG/ML COL 10ML;2;53,72
32370; HIPOGLOS POMADA 120G;2;74
23829; HIPOGLOS TRANSPARENTE 30G;1;30
5761; HIRUDOID GEL 500MG C/40GR;1;50,92
27489; HISBILA 20MG 15COMP;2;36,41
27559; HISBILA 20MG 30 COMP;1;72,79
9480; HISTADIN D C/12 COMP REVEST;2;60
12676; HISTAMIN CREME C/ 30G;6;17,89
1245; HISTAMIN SUSP 100ML;2;19
3722; HIXIZINE C/30 CPS;3;67,19
1897; HIXIZINE XPE 120ML;3;69,43
2043; HIZOFITO C/30 CAPS;1;119,43
25379; HOLMES 20MG 30CPR EURO;1;54,46
25380; HOLMES 40MG 30CPR EURO;1;57,26
13648; HOLMES H 20+12,5MG C/ 30 COMP;4;84,92
14148; HOLMES H 40+12,5MG C/30COMP;4;96,68
13973; HOLMES H C/ 30 COMP 40/25MG;1;96,68
25031; HOMINUS 2+5MG C/60 CAPS GEL;4;213,08
20712; HORMUS 250MG/ML INJ 4NL C5;1;587,8
29195; HUGGIES FRALDA PIS.G-XG;2;44
593; HUMECTOL D C/20 DRAG;1;19,87
10602; HYABAK 0,15% C/ 10ML;4;89
23509; HYLO GEL 0,2% COL 10ML;2;128,18
9581; HYTOS PLUS 100ML;14;30,8
24512; IBAN 150MG 1CPR;1;64,12
28958; IBANUNO 150MG 1CPR;1;64,12
6603; IBUFLEX 400MG C/ 4 CAPS GEL ;12;7
36296; IBUPRIL  600MG 10CAPS;36;14
18968; IBUPRIL (IBUPROFENO) 400MG 10C;1;9
30755; IBUPRIL 400MG 8CAPS GELATINOSA;1;10,01
9282; IBUPRIL 600MG C/20 COMP;2;10
23672; IBUPROFENO 100 MG/ML SUSP ORAL;3;10
7623; IBUPROFENO 100MG GOTAS 20ML;1;10
26058; IBUPROFENO 100MG/ML C/20ML;51;10
9641; ICACORT CR C/ 30G;1;47,7
23769; ICE FRESH ANTISSEPTICO 500ML O;1;13
35433; ILUMINADOR HIDRAMAIS MULTIFUNC;2;27,5
17377; IM AMINO BCAA 2.1.1 C/ 90 CAPS;2;68
35470; IM CREATINA CARBO FUEL LARANJA;1;66,01
36031; IM CRISP BAR OVOMALTINE 1 UND;2;9
36540; IMECALCIO 1.250 60CPR NUTIVIT;3;30
18065; IMECAP HAIR C/ 2 BLT X 15 CAP;1;33
9135; IMECAP HAIR C/60 CAPS;2;55
5924; IMEDIA CAST CLAR DOURADO N.5.3;2;32
2141; IMEDIA CAST CLARO ACINZ N.5.1;1;32
1474; IMEDIA CAST CLARO N.5;13;32
1472; IMEDIA CAST ESCURO N.3;12;32
1473; IMEDIA CAST NATURAL N.4;4;32
2455; IMEDIA LOURO ACINZENTADO N.7.1;2;32
5923; IMEDIA LOURO CLARO N.8;2;32
1480; IMEDIA LOURO ESC ACINZ N.6.1;11;32
1475; IMEDIA LOURO ESCURO N.6;13;32
5866; IMEDIA LOURO MUITO CLARO N.9;3;32
2356; IMEDIA LOURO NATURAL N.7;12;32
2456; IMEDIA LOURO SUECO N.8.1;2;32
8323; IMEDIA PRETO CLASSICO 2;4;32
1471; IMEDIA PRETO N.1;10;32
355; IMEDIA VERM PROF N.4466;4;32
31485; IMOBILIZADOR DE JOELHO BEGE 70;1;200
32860; IMOBILIZADOR JOELHO BEGE 50CM;1;199
22351; IMOSEC 12CP;3;12,68
27099; IMPRUV DK 7.000UI C/30;1;90,09
19940; IMUNOGLUCAN DS 150ML ;1;93,6
34666; IMUNOGLUCAN PRO ORAL 150ML-DEM;1;138
22013; IMURAN 50MG 50CPR;1;311,26
21775; INALADOR COMP INALAPOP NEC704 ;4;200
28152; INALADOR E NEBULIZADOR DE REDE;1;195
18700; INDAPAMIDA 1,5MG 30CPR;1;14,32
30915; INDAPAMIDA 1,5MG C/60 COMP;1;25,12
5203; INDAPEN SR 1.5MG C/30 COMP;1;43,5
25820; INDOSSO 150 MG C/1 CPR;2;83,4
18796; INELATTE ZERO CHOCOLATE C 30;1;72
34774; INFOC 25MG/ML 60ML;1;91,43
14692; INFRALAX C/ 15 COMP EMS;12;9
7357; INFRALAX C/30 COMP;13;17
17697; INFRALAX ENV C/ 10 COMP;37;4
23306; INILOK 40MG C 60 COMP LIB;1;141,47
28551; INSIT 100MG C/30COMP;2;175,46
31119; INSIT 25 MG CAP DURA CT BL AL;2;37,53
24104; INSIT OR 150MG 30CAP;1;186,57
21925; INSIT OR 50MG 30CAP;3;93,66
33484; INTRA GEL 50GR;1;15
27100; INZELM / 10MG CX 30 COMP REV;1;239,96
26578; INZELM / 20MG CX 30 COMP REV;1;260,86
36692; IOD.POT+GUAIF+BENZ+OXOM 120ML;22;39,56
9645; IPRATROPIO SOL C/20ML NEO QUIM;1;8,1
25915; IRBESARTANA + HIDRO 300/12,5;1;111,71
15641; ISDIN ACTIVE UNIFY COLOR;2;131
21549; ISDIN ACTIVE UNIFY S/COR 50ML;1;126
36663; ISDIN FOTO GEL CREAM PEDIATR;1;140
30368; ISDIN FUSION WATER ESCU F50 5;1;100
624; ISORDIL SUBL 5MG C/30 CPS;2;15,44
24471; ISOSSORBIDA MONON 40MG 30CP G#;2;25
21594; ITRACONAZOL 100MG 15 CP (G);3;39,69
19787; ITRACONAZOL 100MG C/15 CAP (;1;48,3
13993; IUMI CAIXA C/ 72 COMP ;3;196,87
36487; IVERMECTINA 6 MG 2 CPS / GEN;2;6
15490; IVERMECTINA 6MG 4CP;10;13,5
27750; IVERMECTINA G 6MG C/4 NEOQ;4;12
6337; IXIUM 50MG/G C/12 SACHES;4;369,5
24581; IZIZ 2,5MG+1,5MG C/28 COMP;1;61,1
26891; IZIZ C/84 COMPR;1;150,67
9995; JANUMET 50/1000 C/56 COMP;3;355,46
10148; JANUMET 50/850MG C/ 56 COMPR;4;355,46
10409; JANUVIA 100MG C/ 28 COMP;2;369,84
10435; JANUVIA 50MG C/ 28 COMP;1;184,91
16154; JARDIANCE 10MG 30CP;2;342,13
16317; JARDIANCE 25 C/ 30 COMP;2;333,02
35589; JOAO E MARIA BICO SILI ORTO FL;2;14
35590; JOAO E MARIA BICO SILI ORTO FL;1;14
35595; JOAO E MARIA BICO SILI ORTO FL;2;14
35588; JOAO E MARIA CHUPETA ORTO AMAR;9;15
35596; JOAO E MARIA CHUPETA ORTO SILI;9;22
35597; JOAO E MARIA CHUPETA ORTO SILI;14;22
35277; JOAO E MARIA COL BABY FR 200ML;4;29
36713; JOAO E MARIA COLONIA FR 200ML;2;33,99
35769; JOAO E MARIA LENCO UMED PACK 4;2;9
36654; JOAO E MARIA LENCO UMEDECIDO X;3;13
35592; JOAO E MARIA MAMAD AMARE BICO;2;23
35593; JOAO E MARIA MAMAD AMARE BICO;1;25
36712; JOAO E MARIA SABONETE FR 200ML;1;20
21537; JOELHEIRA ART G JA0520;1;145
15201; JOELHEIRA ESPOR C/ORIF REFOR P;3;69
11223; JOELHEIRA ESPORTE G 1 UN;1;69
11221; JOELHEIRA ESPORTE MERCUR M;1;60
20343; JOELHEIRA LONG REF/ORIG G JN05;1;50
16108; JOELHEIRA MERCUR C/ORI GG;3;69
8070; JOELHEIRA TAM M MERCUR;3;69
33704; JUNNO 100 MG C/ 30 CAP;1;85,24
25036; JUNNO 200 MG C/ 14 CAP;1;79,65
28597; K MED ICE 200G LUBRIFICANTE;2;36
16432; K-MED 100 G;12;20
31829; K-MED 2 EM 1 GEL FR 50 G;3;18,5
2182; K-MED 2EM1 200ML;3;36
1046; K-MED GEL 25GR;3;8,5
635; K-MED GEL 50GR;13;12
9289; K-MED HOT LUBRIFICANTE 200ML;2;36
21717; KALIST 2MG C 28;1;70,06
31663; KAODINE 1% 60ML PERMETRINA;1;15
1528; KAOSEC ENV C/4 COMP;194;1
13292; KAYOAH CR P/ PELES ASPERAS 30G;5;35
20236; KEPPRA 100MG ML SOL OR 150ML;1;184,09
29101; KERATEX OLEO DE ROSA MOSQ.60ML;2;9
33900; KESS ESC DENT PROTESE APARELHO;3;11
32440; KESTAL CINTA LOMBAR HASTES 100;2;203
28089; KESTAL JOELHEIRA LONGA PRETO G;1;45
30283; KESTAL TIPOIA ORT INF M AZUL;1;65
35968; KETALGI 500MG C 14 COMP;1;46,16
32108; KETTO 10MG 10CP SUBL;1;37,49
27199; KIT  APAR ON CALL PLUS II;7;65
22263; KIT ALIMENTACAO  4PCS ROSA 713;2;32
14265; KIT AMPOLA HIDRO 15ML;1;23
34603; KIT BANANA E CHIA SH+COND;3;65
20790; KIT BANHO ZOO AZUL 7151 AZ;1;26
20791; KIT BANHO ZOO ROS 7151 RS;2;25,5
11701; KIT BC 6.66 VERMELHO INTENSO;2;18
12007; KIT BC 7.3 LOURO DOURADO;1;18
12008; KIT BC 9.0 LOURO MUITO CLARO;2;18
21737; KIT CABELOS ROSA KIDS;1;14,5
36408; KIT CARMED SORVETE 3BGX10G;2;65
35420; KIT CARMED SOS LABIOS HIDRA LA;3;55
35643; KIT COLCHAO PNEUMATICO MONOVOL;2;320
36295; KIT COMPL TIRAS ON CALL II 100;10;145
33786; KIT CR. RELAXANTEC/EFEITO LISO;3;15
35622; KIT CRONOGRAMA CAPILAR CABELOS;1;76
35039; KIT DABELLE CEREJA M;1;22
32799; KIT DABELLE NUTRITIVO SH+COND;5;22
34742; KIT DABELLE SH EXP DE BRILLHO;3;22
33207; KIT DABELLE SH+COND 425 ML. MI;2;21
21245; KIT DERMAFEME FRESH FR 2 X 200;5;22
26519; KIT DERMAFEME TEEN 200ML;5;22
34793; KIT ESC+GEL KIDS HW 2-5 ANOS;1;19,5
30843; KIT EUDORA SIAGE SHAMPOO + CON;3;71
36112; KIT FACIAL HIDRAMAIS 2X100G DI;3;51
32462; KIT GIOVANNA BABY HIDRAT AER B;1;30
32461; KIT GIOVANNA BABY HIDRAT AER C;1;30
32464; KIT GIOVANNA BABY SPRAY CORP;1;30,01
31932; KIT GUANIDINA CALCIO SUP HID;1;45
31046; KIT HELIODERM FACIAL FPS50 SAB;1;42
32463; KIT HIDRATANTE SPRAY GIOVANNA;1;30
35997; KIT ICEFRESH ESCOVA INFANTIL+G;2;10
28962; KIT INALADOR NEBLA MODE C803;1;42
33081; KIT JABORANDI SH 250 + CD 150;1;38
32942; KIT LAVITAN FAMILHAO AZ ORI+AZ;6;64
22262; KIT LOLLY ALIMENTACAO 7131 4PC;2;32
1803; KIT MAMAD EVOLUCAO DIVERT AZUL;1;42,5
7320; KIT MAMAD EVOLUCAO DIVERT ROSA;1;42
24312; KIT MAMAD LOLY OCEANO SILIC AZ;2;57
32668; KIT MAMAD SIL ORTO AZUL;2;57
12834; KIT MAMADEIRA LOLLY C/2 UNI;3;36
12835; KIT MAMADEIRA LOLLY ESSENCE 2U;2;36
34605; KIT MANDIOCA E COCO BOT HAIR;3;65
25554; KIT MANICURE LOLLY INFANTIL RO;2;27
14794; KIT MAXTON 12.11 LOURA PLATINA;1;15
7406; KIT MAXTON ACAJU PURPURA 3,66;3;15
10340; KIT MAXTON CAST NAT 4,0;4;15
2407; KIT MAXTON CASTANHO CLARO 5,0;9;15
9939; KIT MAXTON LOURO ESCURO 6,0;5;15
9940; KIT MAXTON LOURO MEL 7,3;4;15
10341; KIT MAXTON LOURO NATURAL 7.0;5;15
7404; KIT MAXTON LOURO SUECO 8,1;2;15
9936; KIT MAXTON PRETO 1,0;1;15
2252; KIT MAXTON PRETO 2,0;4;15
9937; KIT MAXTON PRETO AZULADO 1,7;4;15
15390; KIT MEDIDOR GLICOSE G-TECH FRE;1;66
36776; KIT MELACO DE CANA SH 500ML /;2;65
32566; KIT NEBULIZADOR ADULTO DC1;5;26
30045; KIT NEBULIZADOR G TECH SUPER F;2;26
24227; KIT NIELY SHA+CO AGUA DE ;5;21,5
19728; KIT NOVA ESTET PELO CASTANHO ;1;44
20436; KIT NOVA ESTETICA PELE LOURO;2;44
19839; KIT NOVA ESTETICACOL.PELE E PE;1;44
36279; KIT OLEO CR DABELLE 190ML ABAC;2;28
13139; KIT ORIGEM SELAGEM TODOS OS TI;6;25
31801; KIT OX SH+COND LONGOS 2UN;5;38,5
36675; KIT REFEICAO REF 7133/01 AZUL;1;48
36676; KIT REFEICAO REF 7133/01 ROSA;1;36
17626; KIT RICCA 3300PORTA ESC DENT;4;7,5
25941; KIT ROLLON GIOVANA BABY BLANC;3;6
35785; KIT SABONETE ANTIACNE 120ML;2;48
34007; KIT SALON KIDS SH+CO MARACUJA;2;29
18030; KIT SH 300ML+CD 300ML GOTA FOR;1;32
32928; KIT SH+CON DABELLE LISO ARRAS;2;22
36051; KIT SH+COND S.LINE LISO MORANG;1;29
35428; KIT SH+COND S.LINE M.LISO MELA;2;29
31273; KIT SH/COND/LEAVE IN NUTRI ROS;3;85
18033; KIT SH300 +CD300ML EXT COMB QU;1;32
35270; KIT TONALIZANTE 610 LOURO ESCU;3;31
35925; KIT TONALIZANTE 800 LOURO CLAR;3;31
35926; KIT TONALIZANTE 810 LOURO CLAR;2;31
28684; KIT TRATAMENTO EQUILIBRIO 400 ;1;38
36777; KIT TUTANO SH 500ML / CD 250ML;3;52
36831; KITKAT 2FNGR LEITE BAG 10X417,;1;1
5018; KOIDE D XPE 120ML;8;55,05
17522; KOLESTON 4446 BORGONHA;1;27
6115; KOLESTON CASTANHO ESCURO N.30;1;27
35664; KOLESTON DELUXE 5.0 CASTANHO C;1;32,5
1840; KOLESTON LOURO CINZA CLAR N.81;1;27
5913; KOLESTON LOURO CINZA MEDN.71;1;27
4477; KOLESTON PRETO AZULADO N.28;3;27
2553; KOLESTON VERM CEREJA N.6646;3;27
2557; KOLLAGENASE C/CLORANFENICO 30G;3;79,6
17327; KOLLAGENASE S/CLORAN POM 30G+E;2;78,55
27527; KONDUZ 35MG CX 28 CAP;1;82,37
19292; KRONEL TEEN PINK SAB INT 250ML;1;43
29114; KRONOL MAN NATURAL 250ML;2;43
14162; KURAMED SEPT C/30 ML;1;10
10301; KURAMED SPRAY C/ 50ML;1;16
33161; KURAMEDHEMOFISS POM 30G;2;33,85
5526; KY-GEL LUBRIFICANTE 100GR;2;46
3467; LABIRIN 16MG C/30 CPS;1;27,5
5740; LABIRIN 24MG C/30 COMP;5;36,3
3031; LABIRIN 8MGC/30 CPS;4;41,3
32945; LABIRIN XR 32MG C/30;1;67,8
32892; LABOTRAT ESFOLIANTE DE MORANGO;1;28
34660; LABPOP MASC FACIAL TRAVA NA MA;2;32
9031; LACASS C/14 COMP;2;86,78
36823; LACBI IMUNE C 7 CP;1;72,35
35918; LACBI-5 C 30 CAPSULAS;1;276
17457; LACDAY 30TABLE DISP EMS;1;88
21681; LACDAY 8CPR MAST EMS/;3;34,56
2925; LACRIBELL COL 15ML;4;26,87
9811; LACRIFILM COL 5MG/ML C/10ML;19;39,37
4874; LACRIFILM COLIRIO 15ML;1;49,43
647; LACRIMA PLUS COLIRIO 15ML;4;46,21
36620; LACTO PO 06SACHES 1G (*CIFA);3;16,01
1446; LACTO PURGA ENV C/6 CPS;17;6,75
34891; LACTOSIL 4.500FCC 30SAC 2G;1;54
14911; LACTULIFE SOL 120ML S/AMEIXA ;4;38
24000; LACTULIV AMEIXA 120ML ;6;24
23521; LACTULIV SALAD DE FRUT 120ML;5;23
12870; LAKESIA SOLUCAO C/ 30 ML;1;62
29141; LAKOS 100MG C 30 COMP REV C1;1;183,51
811; LAMOTRIGINA 100MG CX C/30CP EU;6;38,45
15471; LAMOTRIGINA 25MG C/30 COMP;2;21,33
15789; LAMOTRIGINA 50MG 30CPR C1(G);5;29,5
36262; LAMPADA LED  50W 6500K TECHLUZ;20;1
23955; LANCETA P/LANCETADOR G-TECH FI;5;15
36560; LANCETADORA CANETA MINI COM EJ;3;14,99
23517; LANCETAS P/ LANCETADOR 100UNI;8;15
19942; LANSOPRAZOL 30MG C/28 CAP;5;54,56
11087; LANSOPRAZOL+CLA+AMOX 28COMP;2;103,26
36424; LARC 600MG C 14 COMP REV;2;63,48
653; LASIX 40 MG C/20;2;28,23
16535; LATANOPROSTA+MAL.TIMOLOL COL 2;5;83,14
28855; LAVANDA HALLEY 200ML;1;14
28854; LAVANDA HALLEY BABY 180ML;7;14
34805; LAVANDINHA BABY MUNDO BITA 200;1;22
35677; LAVANDINHA SOL 400ML;3;22
26307; LAVITAN 2 30CP CIMED;6;20
21912; LAVITAN AZ MAIS 90 COMP;2;35
30717; LAVITAN CABELOS E UNHAS SUP CP;1;55
32098; LAVITAN CALCIO + VIT D 1000 UI;3;42
15991; LAVITAN CALCIO 600MG COMP 60;2;35
23420; LAVITAN CALCIO MDK C/30;1;45
27179; LAVITAN COLAGENO TIPO II C/30;4;68
25789; LAVITAN CRANBERRY 30 CAPS;1;58
6585; LAVITAN HAIR C/ 30 CAPS;6;25
24949; LAVITAN KIDS 60CP MAST;2;32
24952; LAVITAN KIDS FR 60CP MAST TUTI;1;32
20529; LAVITAN KIDS SOL OR FR 240ML;2;24
19644; LAVITAN KIDS SOL ORAL 240ML SB;3;24
21165; LAVITAN MAIS HAIR 4 BL X 15 CA;7;40
28192; LAVITAN MAIS HAIR MEN 60CAPS;1;34
27609; LAVITAN MELATONINA 30ML;6;34
27608; LAVITAN MELATONINA+MARAC 90CAP;4;35
10018; LAVITAN MULHER C/ 60 DRAGEN;5;38
35401; LAVITAN NOITE PO PT 300G MARAC;1;76
20530; LAVITAN OMEGA 3 MAIS 90CP;1;60
24950; LAVITAN OMEGA 3FR 120CAPS;1;80
6712; LAVITAN SUPLEMENTOS C/ 60 COMP;10;30
26438; LAVITAN VIT 50+ COMP REV FR ;3;30
34361; LAVITAN VIT C CP MAS;1;36
34360; LAVITAN VIT C CP MAS FR X 60 M;3;36
34908; LAVITAN VIT E CAPS GEL FR X 30;1;35
26437; LAVITAN VIT-D SOL OR FR 30ML;3;26
34909; LAVITAN ZMA FEMME COMP 2 BL X;1;35
8490; LAXENOL(OLEO MINERAL)100ML NAT;1;10
6823; LAXETTE 55.6MG C/10 COMP;1;27,32
30486; LAXIME 0,15% SOL OFT 10ML;4;61,84
27779; LC DEO PAIXAO AVELA 200ML-DEMA;3;10
27781; LC DEO PAIXAO FRAMB NEGR 200ML;2;10
32898; LC HID CONTOURE BOUQUEFRESH;2;32
31007; LC HID HIDRAMAIS AMEND 500 ML;2;16
31012; LC HID HIDRAMAIS FR VERM 500ML;3;16
28769; LC HID MONANGE LAVANDA 400ML;4;15
26650; LC HIDR ROSA MOSQ EPILE 200ML;3;28
32962; LEAV IN HIDRA NUTRE [;2;48
10126; LEAVE HASKELL MANDIOCA C/150G;2;48
34041; LEAVE IN BOTHANICO 200ML - TUT;1;35
24703; LEAVE IN BOTHANICO RENOVE 200M;1;38
36667; LEAVE IN CACHOS SIM 300ML;2;60,01
34444; LEAVE IN FORMAT.CACHOS OX PEPT;1;44
14049; LEAVE IN HASKEL CAV FORTE 150G;3;49
31890; LEAVE IN HASKELL 150GR INFUSAO;1;50
36740; LEAVE IN S.LINE MEU LISO OSTEN;2;23
28225; LEAVE IN TUTANO 150G;2;49
34206; LEAVE IN TUTANO VEGANO AVOCADO;2;40
29421; LEAVE SEAGE CICA THERAP 100 ML;1;50
35848; LEAVE-IN INOAR 250ML RIVO FIOS;4;32
35378; LEAVE-IN INOAR 50G CICATRIFIOS;1;17,5
20660; LEAVE-IN TERMO BOT HAIR 200ML;5;41
31796; LEC SOFTYS ELITE DESC 10UN;8;2,5
21239; LEG XPE 0,5MG/ML 60ML ;2;60,71
20882; LEITE COLONIA 200ML TEMPO AMAR;8;9
33316; LEITE CONTOURE ROSAFRESH;5;32
1563; LEITE DE ROSAS 100ML;2;4
